model,dataset,layer_name,layer_idx,method,error,ft_method,cos_sim
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=1),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=10),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=500),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=1000),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,EigenCov,,standard,
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=1),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=10),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=500),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=1000),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,EigenCov,0.9560426473617554,standard,0.04395735263824463
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=1),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=10),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=500),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=1000),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,EigenCov,0.9638283252716064,standard,0.036171674728393555
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=1000),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,EigenCov,0.9415733814239502,standard,0.058426618576049805
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=1),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=10),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=100),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=500),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=1000),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,EigenCov,0.6354655623435974,standard,0.3645344376564026
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Identity,0.9009064435958862,standard,0.09909355640411377
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,EigenCov,0.7665289640426636,standard,0.23347103595733643
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Identity,0.9009064435958862,standard,0.09909355640411377
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,EigenCov,0.9553655982017516,standard,0.0446344017982484
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=1),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=10),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=100),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,EigenCov,0.7965797185897827,standard,0.20342028141021729
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=1000),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,EigenCov,0.9515798091888428,standard,0.04842019081115723
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Identity,0.984375,standard,0.015625
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=1),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=10),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=500),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=1000),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,EigenCov,,standard,
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=1000),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,EigenCov,,standard,
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=1000),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,EigenCov,0.9624080657958984,standard,0.03759193420410156
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=1000),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,EigenCov,0.9739030003547668,standard,0.026096999645233154
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=10),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=1000),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,EigenCov,0.9456422924995422,standard,0.054357707500457764
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=500),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,EigenCov,0.656614363193512,standard,0.34338563680648804
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Identity,0.9009064435958862,standard,0.09909355640411377
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,EigenCov,0.7270257472991943,standard,0.27297425270080566
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Identity,0.9009064435958862,standard,0.09909355640411377
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,EigenCov,0.8696852922439575,standard,0.13031470775604248
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=1),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=10),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=500),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,EigenCov,0.8996858596801758,standard,0.10031414031982422
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=1000),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,EigenCov,0.9463454484939576,standard,0.05365455150604237
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Identity,0.984375,standard,0.015625
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=10),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=100),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,EigenCov,,standard,
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=1000),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,EigenCov,,standard,
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=1000),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,EigenCov,0.9464550614356996,standard,0.053544938564300426
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=1000),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,EigenCov,0.9575780630111694,standard,0.042421936988830566
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=1),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=100),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=500),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,EigenCov,0.952842116355896,standard,0.047157883644104004
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=1),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=10),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=100),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=500),-1.1920928955078125e-07,standard,1.0000001192092896
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=1000),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,EigenCov,0.639319121837616,standard,0.36068087816238403
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Identity,0.9009064435958862,standard,0.09909355640411377
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,EigenCov,0.7456938028335571,standard,0.25430619716644287
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Identity,0.9009064435958862,standard,0.09909355640411377
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=1000),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,EigenCov,0.9183223247528076,standard,0.08167767524719238
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=1),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=10),5.960464477539064e-08,standard,0.9999999403953552
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=100),1.788139343261719e-07,standard,0.9999998211860657
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=500),1.788139343261719e-07,standard,0.9999998211860657
T5-Large,story_cloze,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=1000),1.788139343261719e-07,standard,0.9999998211860657
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,EigenCov,0.90983647108078,standard,0.09016352891921997
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Identity,0.96875,standard,0.03125
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=10),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=100),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=500),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=1000),1.1920928955078125e-07,standard,0.9999998807907104
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,EigenCov,0.9751430749893188,standard,0.024856925010681152
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Identity,0.984375,standard,0.015625
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Cov (n=1),0.0,standard,1.0
T5-Large,story_cloze,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Cov (n=10),-1.1920928955078125e-07,standard,1.0000001192092896
