model,dataset,layer_name,layer_idx,method,error,ft_method,cos_sim
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.v.weight,240,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.v.weight,240,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.v.weight,240,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.v.weight,240,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.v.weight,240,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.v.weight,240,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.o.weight,241,EigenCov,0.8958734273910522,standard,0.10412657260894775
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.o.weight,241,Identity,0.9293586611747742,standard,0.07064133882522583
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.o.weight,241,Cov (n=1),0.353365957736969,standard,0.646634042263031
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.o.weight,241,Cov (n=10),0.0679352879524231,standard,0.9320647120475769
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.o.weight,241,Cov (n=100),0.0086774826049804,standard,0.9913225173950196
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.o.weight,241,Cov (n=500),0.0011408329010009,standard,0.9988591670989991
T5-Large,qasc,transformer.decoder.block.9.layer.1.EncDecAttention.o.weight,241,Cov (n=1000),0.0022842288017272,standard,0.9977157711982728
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wi.weight,242,EigenCov,0.681058406829834,standard,0.318941593170166
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wi.weight,242,Identity,0.9399743676185608,standard,0.06002563238143921
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wi.weight,242,Cov (n=1),0.3621600866317749,standard,0.6378399133682251
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wi.weight,242,Cov (n=10),0.0456364750862121,standard,0.9543635249137878
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wi.weight,242,Cov (n=100),0.0055503249168396,standard,0.9944496750831604
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wi.weight,242,Cov (n=500),0.0007327198982238,standard,0.9992672801017762
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wi.weight,242,Cov (n=1000),0.0015285015106201,standard,0.9984714984893799
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wo.weight,243,EigenCov,0.9592387676239014,standard,0.04076123237609863
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wo.weight,243,Identity,0.9438499212265016,standard,0.056150078773498424
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wo.weight,243,Cov (n=1),0.686211347579956,standard,0.31378865242004395
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wo.weight,243,Cov (n=10),0.1234184503555297,standard,0.8765815496444703
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wo.weight,243,Cov (n=100),0.0201032161712646,standard,0.9798967838287354
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wo.weight,243,Cov (n=500),0.0039727687835693,standard,0.9960272312164307
T5-Large,qasc,transformer.decoder.block.9.layer.2.DenseReluDense.wo.weight,243,Cov (n=1000),0.0064421296119689,standard,0.9935578703880311
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,EigenCov,0.687367856502533,standard,0.31263214349746704
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Identity,0.9319462180137634,standard,0.06805378198623657
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=1),0.4477153420448303,standard,0.5522846579551697
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=10),0.061460793018341,standard,0.938539206981659
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=100),0.0079082250595092,standard,0.9920917749404908
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=500),0.0010387897491455,standard,0.9989612102508545
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.q.weight,244,Cov (n=1000),0.0021311044692993,standard,0.9978688955307007
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,EigenCov,0.6916258931159973,standard,0.3083741068840027
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Identity,0.9319462180137634,standard,0.06805378198623657
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=1),0.4477153420448303,standard,0.5522846579551697
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=10),0.061460793018341,standard,0.938539206981659
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=100),0.0079082250595092,standard,0.9920917749404908
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=500),0.0010387897491455,standard,0.9989612102508545
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.k.weight,245,Cov (n=1000),0.0021311044692993,standard,0.9978688955307007
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,EigenCov,0.8956776261329651,standard,0.10432237386703491
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Identity,0.9319462180137634,standard,0.06805378198623657
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=1),0.4477153420448303,standard,0.5522846579551697
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=10),0.061460793018341,standard,0.938539206981659
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=100),0.0079082250595092,standard,0.9920917749404908
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=500),0.0010387897491455,standard,0.9989612102508545
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.v.weight,246,Cov (n=1000),0.0021311044692993,standard,0.9978688955307007
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,EigenCov,0.9176961183547974,standard,0.08230388164520264
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Identity,0.9489557147026062,standard,0.0510442852973938
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=1),0.2750695347785949,standard,0.724930465221405
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=10),0.0321871042251586,standard,0.9678128957748414
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=100),0.0052846074104309,standard,0.9947153925895691
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=500),0.0007056593894958,standard,0.9992943406105042
T5-Large,qasc,transformer.decoder.block.10.layer.0.SelfAttention.o.weight,247,Cov (n=1000),0.0016977190971374,standard,0.9983022809028625
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,EigenCov,0.7500529885292053,standard,0.24994701147079468
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Identity,0.9329708814620972,standard,0.06702911853790283
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=1),0.3390657305717468,standard,0.6609342694282532
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=10),0.0427940487861633,standard,0.9572059512138367
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=100),0.00603848695755,standard,0.99396151304245
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=500),0.0007697939872741,standard,0.9992302060127259
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.q.weight,248,Cov (n=1000),0.0016742348670959,standard,0.998325765132904
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,EigenCov,0.8021246194839478,standard,0.19787538051605225
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.k.weight,249,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,EigenCov,0.8483704328536987,standard,0.15162956714630127
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.v.weight,250,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,EigenCov,0.915766179561615,standard,0.08423382043838501
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Identity,0.9214347004890442,standard,0.07856529951095581
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=1),0.4213294386863708,standard,0.5786705613136292
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=10),0.0919644832611084,standard,0.9080355167388916
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=100),0.009992241859436,standard,0.990007758140564
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=500),0.0014622211456298,standard,0.9985377788543702
T5-Large,qasc,transformer.decoder.block.10.layer.1.EncDecAttention.o.weight,251,Cov (n=1000),0.0031301975250244,standard,0.9968698024749756
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,EigenCov,0.623465895652771,standard,0.376534104347229
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Identity,0.9414604306221008,standard,0.05853956937789917
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=1),0.3455878496170044,standard,0.6544121503829956
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=10),0.0425573587417602,standard,0.9574426412582397
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=100),0.0055684447288513,standard,0.9944315552711487
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=500),0.0006783604621887,standard,0.9993216395378113
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wi.weight,252,Cov (n=1000),0.001456081867218,standard,0.998543918132782
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,EigenCov,0.9473499059677124,standard,0.0526500940322876
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Identity,0.9556818008422852,standard,0.044318199157714844
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=1),0.4085366725921631,standard,0.5914633274078369
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=10),0.083014965057373,standard,0.916985034942627
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=100),0.0134428143501281,standard,0.9865571856498719
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=500),0.0019118785858154,standard,0.9980881214141846
T5-Large,qasc,transformer.decoder.block.10.layer.2.DenseReluDense.wo.weight,253,Cov (n=1000),0.0034835338592529,standard,0.9965164661407471
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,EigenCov,0.6936712265014648,standard,0.30632877349853516
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Identity,0.9354217052459716,standard,0.06457829475402843
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=1),0.4205749630928039,standard,0.579425036907196
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=10),0.0543180704116821,standard,0.9456819295883179
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=100),0.0074571371078491,standard,0.9925428628921509
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=500),0.0009106993675231,standard,0.9990893006324769
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.q.weight,254,Cov (n=1000),0.0019565820693969,standard,0.9980434179306031
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,EigenCov,0.7176380753517151,standard,0.2823619246482849
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Identity,0.9354217052459716,standard,0.06457829475402843
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=1),0.4205749630928039,standard,0.579425036907196
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=10),0.0543180704116821,standard,0.9456819295883179
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=100),0.0074571371078491,standard,0.9925428628921509
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=500),0.0009106993675231,standard,0.9990893006324769
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.k.weight,255,Cov (n=1000),0.0019565820693969,standard,0.9980434179306031
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,EigenCov,0.9176971912384032,standard,0.08230280876159679
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Identity,0.9354217052459716,standard,0.06457829475402843
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=1),0.4205749630928039,standard,0.579425036907196
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=10),0.0543180704116821,standard,0.9456819295883179
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=100),0.0074571371078491,standard,0.9925428628921509
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=500),0.0009106993675231,standard,0.9990893006324769
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.v.weight,256,Cov (n=1000),0.0019565820693969,standard,0.9980434179306031
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,EigenCov,0.9393858313560486,standard,0.060614168643951416
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Identity,0.9469016194343568,standard,0.0530983805656432
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=1),0.3114410638809204,standard,0.6885589361190796
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=10),0.0401932597160339,standard,0.9598067402839661
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=100),0.0056438446044921,standard,0.9943561553955079
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=500),0.0006730556488037,standard,0.9993269443511963
T5-Large,qasc,transformer.decoder.block.11.layer.0.SelfAttention.o.weight,257,Cov (n=1000),0.0014340877532958,standard,0.9985659122467042
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,EigenCov,0.7651746273040771,standard,0.23482537269592285
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Identity,0.934609055519104,standard,0.065390944480896
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=1),0.3244059681892395,standard,0.6755940318107605
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=10),0.0415430665016174,standard,0.9584569334983826
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=100),0.0058730244636535,standard,0.9941269755363465
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=500),0.0007325410842895,standard,0.9992674589157104
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.q.weight,258,Cov (n=1000),0.0015918612480163,standard,0.9984081387519838
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,EigenCov,0.8218880295753479,standard,0.1781119704246521
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.k.weight,259,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,EigenCov,0.8537372350692749,standard,0.1462627649307251
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.v.weight,260,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,EigenCov,0.9232953190803528,standard,0.07670468091964722
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Identity,0.9196629524230956,standard,0.08033704757690441
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=1),0.354225754737854,standard,0.645774245262146
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=10),0.0697178244590759,standard,0.9302821755409241
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=100),0.0095390677452087,standard,0.9904609322547913
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=500),0.0014313459396362,standard,0.9985686540603638
T5-Large,qasc,transformer.decoder.block.11.layer.1.EncDecAttention.o.weight,261,Cov (n=1000),0.0028134584426879,standard,0.9971865415573121
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,EigenCov,0.7967526912689209,standard,0.2032473087310791
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Identity,0.9411487579345704,standard,0.058851242065429576
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=1),0.3409773111343384,standard,0.6590226888656616
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=10),0.0420983433723449,standard,0.9579016566276551
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=100),0.0056946873664855,standard,0.9943053126335145
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=500),0.0006933808326721,standard,0.9993066191673279
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wi.weight,262,Cov (n=1000),0.0015130043029785,standard,0.9984869956970215
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,EigenCov,0.964202642440796,standard,0.03579735755920399
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Identity,0.967444896697998,standard,0.03255510330200195
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=1),0.2757956981658935,standard,0.7242043018341064
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=10),0.0418980121612548,standard,0.9581019878387452
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=100),0.0068407654762268,standard,0.9931592345237732
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=500),0.0006366968154907,standard,0.9993633031845093
T5-Large,qasc,transformer.decoder.block.11.layer.2.DenseReluDense.wo.weight,263,Cov (n=1000),0.0013455152511596,standard,0.9986544847488404
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,EigenCov,0.7005775570869446,standard,0.2994224429130554
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Identity,0.9359679222106934,standard,0.06403207778930664
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=1),0.4016634821891784,standard,0.5983365178108215
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=10),0.0507341027259826,standard,0.9492658972740174
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=100),0.0073047876358032,standard,0.9926952123641968
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=500),0.0008898973464965,standard,0.9991101026535035
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.q.weight,264,Cov (n=1000),0.0019021034240722,standard,0.9980978965759278
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,EigenCov,0.7082456946372986,standard,0.2917543053627014
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Identity,0.9359679222106934,standard,0.06403207778930664
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=1),0.4016634821891784,standard,0.5983365178108215
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=10),0.0507341027259826,standard,0.9492658972740174
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=100),0.0073047876358032,standard,0.9926952123641968
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=500),0.0008898973464965,standard,0.9991101026535035
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.k.weight,265,Cov (n=1000),0.0019021034240722,standard,0.9980978965759278
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,EigenCov,0.924979031085968,standard,0.07502096891403198
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Identity,0.9359679222106934,standard,0.06403207778930664
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=1),0.4016634821891784,standard,0.5983365178108215
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=10),0.0507341027259826,standard,0.9492658972740174
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=100),0.0073047876358032,standard,0.9926952123641968
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=500),0.0008898973464965,standard,0.9991101026535035
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.v.weight,266,Cov (n=1000),0.0019021034240722,standard,0.9980978965759278
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,EigenCov,0.9325565099716188,standard,0.06744349002838124
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Identity,0.9476300477981568,standard,0.05236995220184315
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=1),0.2319264411926269,standard,0.768073558807373
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=10),0.0309892892837524,standard,0.9690107107162476
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=100),0.004684031009674,standard,0.995315968990326
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=500),0.0006318688392639,standard,0.9993681311607361
T5-Large,qasc,transformer.decoder.block.12.layer.0.SelfAttention.o.weight,267,Cov (n=1000),0.0012310743331909,standard,0.9987689256668091
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,EigenCov,0.7588993310928345,standard,0.24110066890716553
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Identity,0.9363248944282532,standard,0.06367510557174683
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=1),0.2872434854507446,standard,0.7127565145492554
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=10),0.0344995260238647,standard,0.9655004739761353
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=100),0.0051894783973693,standard,0.9948105216026307
