model,dataset_i,layer_name,layer_idx,kappa_i,dataset_j,kappa_j,rho
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.q.weight,40,284428.96875,SVHN,212664.0625,1.3374566694831196
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.k.weight,41,1991568.25,Cars,1036398.6875,1.9216236705239944
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.k.weight,41,1991568.25,DTD,1991568.25,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.k.weight,41,1991568.25,EuroSAT,4202955.5,0.473849473305154
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.k.weight,41,1991568.25,GTSRB,2384207.25,0.8353167494142969
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.k.weight,41,1991568.25,MNIST,2202898.75,0.9040670843360368
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.k.weight,41,1991568.25,SVHN,883984.8125,2.252943966726804
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.v.weight,42,2417394.25,Cars,1143059.625,2.1148452776468245
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.v.weight,42,2417394.25,DTD,2417394.25,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.v.weight,42,2417394.25,EuroSAT,3781029.5,0.6393481590133058
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.v.weight,42,2417394.25,GTSRB,1128712.0,2.1417281379129487
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.v.weight,42,2417394.25,MNIST,976655.0,2.4751772632096287
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.v.weight,42,2417394.25,SVHN,677385.5,3.568712719714254
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.o.weight,43,324774.65625,Cars,81353.328125,3.992149598981142
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.o.weight,43,324774.65625,DTD,324774.65625,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.o.weight,43,324774.65625,EuroSAT,763988.75,0.4251039773164199
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.o.weight,43,324774.65625,GTSRB,103130.1875,3.149171587126223
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.o.weight,43,324774.65625,MNIST,233016.265625,1.3937853453229292
ViT-B-16,DTD,model.visual.transformer.resblocks.11.attn.o.weight,43,324774.65625,SVHN,158419.078125,2.0500981327118803
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.q.weight,44,921235.4375,Cars,763313.3125,1.2068903062659475
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.q.weight,44,921235.4375,DTD,921235.4375,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.q.weight,44,921235.4375,EuroSAT,868960.8125,1.06015763225226
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.q.weight,44,921235.4375,GTSRB,1015885.4375,0.9068300454892584
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.q.weight,44,921235.4375,MNIST,668723.3125,1.3776032931407636
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.q.weight,44,921235.4375,SVHN,589386.3125,1.5630417910324308
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.k.weight,45,948150.0625,Cars,761649.625,1.2448638210778349
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.k.weight,45,948150.0625,DTD,948150.0625,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.k.weight,45,948150.0625,EuroSAT,546365.9375,1.735375500966328
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.k.weight,45,948150.0625,GTSRB,1002088.625,0.946173860121404
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.k.weight,45,948150.0625,MNIST,956760.875,0.9910000369737108
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.k.weight,45,948150.0625,SVHN,588370.6875,1.6114841929476644
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.v.weight,46,1540958.0,Cars,1529039.125,1.0077950098235713
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.v.weight,46,1540958.0,DTD,1540958.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.v.weight,46,1540958.0,EuroSAT,1753064.75,0.8790080343581148
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.v.weight,46,1540958.0,GTSRB,2924168.75,0.5269730072862587
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.v.weight,46,1540958.0,MNIST,2897408.5,0.5318400908950188
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.v.weight,46,1540958.0,SVHN,1583286.75,0.9732652660675648
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.o.weight,47,125621.8359375,Cars,86953.375,1.4447033934853015
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.o.weight,47,125621.8359375,DTD,125621.8359375,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.o.weight,47,125621.8359375,EuroSAT,179603.84375,0.6994384603057806
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.o.weight,47,125621.8359375,GTSRB,281038.21875,0.4469920016439045
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.o.weight,47,125621.8359375,MNIST,431126.5,0.2913804554753651
ViT-B-16,DTD,model.visual.transformer.resblocks.2.attn.o.weight,47,125621.8359375,SVHN,171008.203125,0.7345953798817216
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.q.weight,48,1934790.5,Cars,1794886.5,1.07794587568629
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.q.weight,48,1934790.5,DTD,1934790.5,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.q.weight,48,1934790.5,EuroSAT,1768336.5,1.0941302744132693
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.q.weight,48,1934790.5,GTSRB,2697121.5,0.7173538529873422
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.q.weight,48,1934790.5,MNIST,2170058.5,0.891584489542563
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.q.weight,48,1934790.5,SVHN,1507537.0,1.2834116177579722
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.k.weight,49,2144481.5,Cars,1760365.875,1.218202153572194
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.k.weight,49,2144481.5,DTD,2144481.5,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.k.weight,49,2144481.5,EuroSAT,1536460.625,1.3957282504392197
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.k.weight,49,2144481.5,GTSRB,2870947.25,0.7469595618658615
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.k.weight,49,2144481.5,MNIST,2592776.75,0.8270983994283349
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.k.weight,49,2144481.5,SVHN,1353546.75,1.5843423952663622
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.v.weight,50,2330761.25,Cars,2556262.0,0.9117849617918664
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.v.weight,50,2330761.25,DTD,2330761.25,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.v.weight,50,2330761.25,EuroSAT,3431049.0,0.6793144749608647
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.v.weight,50,2330761.25,GTSRB,5958390.5,0.3911729602146754
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.v.weight,50,2330761.25,MNIST,5871327.5,0.3969734697987806
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.v.weight,50,2330761.25,SVHN,3427587.25,0.6800005601607954
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.o.weight,51,142343.546875,Cars,119194.75,1.1942098697719488
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.o.weight,51,142343.546875,DTD,142343.546875,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.o.weight,51,142343.546875,EuroSAT,189222.234375,0.7522559246018838
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.o.weight,51,142343.546875,GTSRB,286019.28125,0.4976711578775775
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.o.weight,51,142343.546875,MNIST,261190.390625,0.5449800298333621
ViT-B-16,DTD,model.visual.transformer.resblocks.4.attn.o.weight,51,142343.546875,SVHN,186811.171875,0.761964851707293
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.q.weight,52,1649952.875,Cars,1481095.0,1.1140088076727015
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.q.weight,52,1649952.875,DTD,1649952.875,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.q.weight,52,1649952.875,EuroSAT,1702544.625,0.9691099139325056
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.q.weight,52,1649952.875,GTSRB,2730983.25,0.6041607450356936
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.q.weight,52,1649952.875,MNIST,1812920.625,0.9101076198523584
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.q.weight,52,1649952.875,SVHN,1430106.0,1.1537276782280474
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.k.weight,53,1879731.875,Cars,1524425.5,1.2330755914277214
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.k.weight,53,1879731.875,DTD,1879731.875,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.k.weight,53,1879731.875,EuroSAT,1370695.875,1.371370490919439
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.k.weight,53,1879731.875,GTSRB,2613235.75,0.7193120157643642
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.k.weight,53,1879731.875,MNIST,2796323.75,0.6722153953024932
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.k.weight,53,1879731.875,SVHN,1369028.0,1.3730412197559143
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.v.weight,54,2024735.125,Cars,2295559.5,0.8820224982188438
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.v.weight,54,2024735.125,DTD,2024735.125,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.v.weight,54,2024735.125,EuroSAT,3082932.75,0.656756176403783
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.v.weight,54,2024735.125,GTSRB,6669853.5,0.3035651570158175
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.v.weight,54,2024735.125,MNIST,6664802.5,0.30379521748769
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.v.weight,54,2024735.125,SVHN,3615525.0,0.5600113745583283
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.o.weight,55,104029.6796875,Cars,79853.296875,1.3027599831018248
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.o.weight,55,104029.6796875,DTD,104029.6796875,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.o.weight,55,104029.6796875,EuroSAT,143156.828125,0.7266833238067036
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.o.weight,55,104029.6796875,GTSRB,265310.40625,0.3921055384064868
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.o.weight,55,104029.6796875,MNIST,377559.09375,0.2755321786961991
ViT-B-16,DTD,model.visual.transformer.resblocks.3.attn.o.weight,55,104029.6796875,SVHN,180090.875,0.577651031389014
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.q.weight,56,4253980.5,Cars,3270634.5,1.300659092295394
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.q.weight,56,4253980.5,DTD,4253980.5,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.q.weight,56,4253980.5,EuroSAT,5479103.0,0.7764008999283277
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.q.weight,56,4253980.5,GTSRB,3396212.0,1.252566241447825
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.q.weight,56,4253980.5,MNIST,2691545.75,1.5804971919946
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.q.weight,56,4253980.5,SVHN,1989871.875,2.1378162852821867
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.k.weight,57,4237478.0,Cars,3901163.75,1.086208698622302
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.k.weight,57,4237478.0,DTD,4237478.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.k.weight,57,4237478.0,EuroSAT,5185620.5,0.8171592965586278
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.k.weight,57,4237478.0,GTSRB,4533586.0,0.9346856991352982
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.k.weight,57,4237478.0,MNIST,3387821.25,1.2507973967044457
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.k.weight,57,4237478.0,SVHN,2331344.75,1.817611059025054
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.v.weight,58,5190355.0,Cars,7889886.0,0.6578491755140695
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.v.weight,58,5190355.0,DTD,5190355.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.v.weight,58,5190355.0,EuroSAT,8727503.0,0.5947124853466106
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.v.weight,58,5190355.0,GTSRB,6065885.5,0.8556632003686848
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.v.weight,58,5190355.0,MNIST,4222447.5,1.2292290194253452
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.v.weight,58,5190355.0,SVHN,3708390.5,1.399624715897638
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.o.weight,59,114283.8828125,Cars,124465.3515625,0.9181983690867784
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.o.weight,59,114283.8828125,DTD,114283.8828125,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.o.weight,59,114283.8828125,EuroSAT,167224.5,0.6834159038448313
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.o.weight,59,114283.8828125,GTSRB,172076.59375,0.6641454268820335
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.o.weight,59,114283.8828125,MNIST,160556.4375,0.7117988203525006
ViT-B-16,DTD,model.visual.transformer.resblocks.8.attn.o.weight,59,114283.8828125,SVHN,161602.453125,0.7071915097978189
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.q.weight,60,2607083.5,Cars,2145115.5,1.2153581007642713
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.q.weight,60,2607083.5,DTD,2607083.5,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.q.weight,60,2607083.5,EuroSAT,1751069.125,1.4888524175194968
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.q.weight,60,2607083.5,GTSRB,1894618.125,1.376046954053076
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.q.weight,60,2607083.5,MNIST,1061488.125,2.456064687487672
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.q.weight,60,2607083.5,SVHN,879468.125,2.9643865717134434
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.k.weight,61,2403463.0,Cars,2210540.0,1.0872741502076415
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.k.weight,61,2403463.0,DTD,2403463.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.k.weight,61,2403463.0,EuroSAT,1825806.875,1.316384023365012
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.k.weight,61,2403463.0,GTSRB,2615589.75,0.9188990742909892
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.k.weight,61,2403463.0,MNIST,1655240.5,1.4520324992047984
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.k.weight,61,2403463.0,SVHN,1296617.625,1.85364054418125
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.v.weight,62,3138671.5,Cars,4366682.5,0.7187771265714876
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.v.weight,62,3138671.5,DTD,3138671.5,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.v.weight,62,3138671.5,EuroSAT,3547014.75,0.8848769236158378
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.v.weight,62,3138671.5,GTSRB,5268211.5,0.5957755302724653
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.v.weight,62,3138671.5,MNIST,2543009.0,1.2342353094306784
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.v.weight,62,3138671.5,SVHN,2980950.0,1.0529098106308392
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.o.weight,63,176939.171875,Cars,197820.0,0.8944453132898594
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.o.weight,63,176939.171875,DTD,176939.171875,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.o.weight,63,176939.171875,EuroSAT,146144.484375,1.2107139905532271
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.o.weight,63,176939.171875,GTSRB,238925.359375,0.7405625436238815
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.o.weight,63,176939.171875,MNIST,106743.5625,1.6576097680363628
ViT-B-16,DTD,model.visual.transformer.resblocks.6.attn.o.weight,63,176939.171875,SVHN,101830.828125,1.7375796223301114
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.q.weight,64,2204186.0,Cars,1710525.0,1.2886020373861826
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.q.weight,64,2204186.0,DTD,2204186.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.q.weight,64,2204186.0,EuroSAT,1944925.0,1.1333012841112124
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.q.weight,64,2204186.0,GTSRB,2252159.0,0.9786991060577872
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.q.weight,64,2204186.0,MNIST,1479612.0,1.48970540925594
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.q.weight,64,2204186.0,SVHN,1271860.125,1.7330412021526345
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.k.weight,65,2055044.0,Cars,1946445.125,1.0557934429309943
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.k.weight,65,2055044.0,DTD,2055044.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.k.weight,65,2055044.0,EuroSAT,1743563.125,1.1786461703243465
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.k.weight,65,2055044.0,GTSRB,2890696.25,0.7109166174066196
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.k.weight,65,2055044.0,MNIST,2306481.25,0.8909866490351916
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.k.weight,65,2055044.0,SVHN,1589113.0,1.2932019308884894
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.v.weight,66,2531784.75,Cars,2966485.5,0.8534627086496799
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.v.weight,66,2531784.75,DTD,2531784.75,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.v.weight,66,2531784.75,EuroSAT,3417627.5,0.7408018427988422
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.v.weight,66,2531784.75,GTSRB,5629886.0,0.4497044433937028
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.v.weight,66,2531784.75,MNIST,4575421.0,0.5533446539673617
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.v.weight,66,2531784.75,SVHN,3839479.0,0.6594084119225552
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.o.weight,67,144938.21875,Cars,139883.03125,1.036138675683724
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.o.weight,67,144938.21875,DTD,144938.21875,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.o.weight,67,144938.21875,EuroSAT,164149.359375,0.8829654852254887
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.o.weight,67,144938.21875,GTSRB,276771.96875,0.5236737643793633
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.o.weight,67,144938.21875,MNIST,166509.8125,0.8704485133571332
ViT-B-16,DTD,model.visual.transformer.resblocks.5.attn.o.weight,67,144938.21875,SVHN,132775.171875,1.091606335004038
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.q.weight,68,4999079.0,Cars,2766902.25,1.8067421789114524
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.q.weight,68,4999079.0,DTD,4999079.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.q.weight,68,4999079.0,EuroSAT,6372131.5,0.7845222591530009
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.q.weight,68,4999079.0,GTSRB,4046514.5,1.2354037036071417
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.q.weight,68,4999079.0,MNIST,3328087.0,1.5020878360451515
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.q.weight,68,4999079.0,SVHN,2317168.75,2.157408259540873
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.k.weight,69,5877266.0,Cars,3518139.25,1.670560936438204
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.k.weight,69,5877266.0,DTD,5877266.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.k.weight,69,5877266.0,EuroSAT,7539126.0,0.7795686131257125
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.k.weight,69,5877266.0,GTSRB,5115062.5,1.1490115712173603
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.k.weight,69,5877266.0,MNIST,3409424.0,1.7238295970228403
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.k.weight,69,5877266.0,SVHN,2938571.75,2.000041686918143
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.v.weight,70,4660828.0,Cars,4088000.75,1.1401240569733262
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.v.weight,70,4660828.0,DTD,4660828.0,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.v.weight,70,4660828.0,EuroSAT,9724731.0,0.4792757763685186
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.v.weight,70,4660828.0,GTSRB,4033564.0,1.155511106306978
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.v.weight,70,4660828.0,MNIST,2686774.0,1.734730200604889
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.v.weight,70,4660828.0,SVHN,2924474.0,1.5937320694251342
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.o.weight,71,146273.515625,Cars,114822.125,1.273914026804503
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.o.weight,71,146273.515625,DTD,146273.515625,1.0
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.o.weight,71,146273.515625,EuroSAT,529749.1875,0.2761184331689041
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.o.weight,71,146273.515625,GTSRB,161738.734375,0.9043814778830712
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.o.weight,71,146273.515625,MNIST,143946.984375,1.0161624174351516
ViT-B-16,DTD,model.visual.transformer.resblocks.10.attn.o.weight,71,146273.515625,SVHN,139245.328125,1.050473416915581
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,846298.0625,Cars,743943.5625,1.1375836893541236
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,846298.0625,DTD,946196.25,0.8944212815258991
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,846298.0625,EuroSAT,846298.0625,1.0
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,846298.0625,GTSRB,1043762.625,0.8108146835589174
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,846298.0625,MNIST,690433.0,1.2257497287933805
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,846298.0625,SVHN,682647.875,1.2397285533189422
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,215629.140625,Cars,101449.8359375,2.125475498628132
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,215629.140625,DTD,172404.96875,1.2507130286811992
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,215629.140625,EuroSAT,215629.140625,1.0
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,215629.140625,GTSRB,254586.875,0.8469766582625282
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,215629.140625,MNIST,184597.859375,1.1681020644283948
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,215629.140625,SVHN,159129.875,1.3550512788689113
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,1108168.375,Cars,864495.4375,1.2818672336833472
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,1108168.375,DTD,1101484.625,1.006067946704204
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,1108168.375,EuroSAT,1108168.375,1.0
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,1108168.375,GTSRB,1424100.0,0.7781534829014817
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,1108168.375,MNIST,894651.4375,1.2386593577680358
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,1108168.375,SVHN,846122.125,1.3097026330566643
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,392081.25,Cars,186454.78125,2.10282218225498
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,392081.25,DTD,313162.6875,1.2520049982008157
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,392081.25,EuroSAT,392081.25,1.0
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,392081.25,GTSRB,506360.21875,0.7743129011356602
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,392081.25,MNIST,467671.25,0.8383693673707759
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,392081.25,SVHN,312963.5625,1.2528015941152897
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,1285106.5,Cars,1007989.3125,1.2749207596385106
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,1285106.5,DTD,1318911.75,0.9743688309699264
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,1285106.5,EuroSAT,1285106.5,1.0
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,1285106.5,GTSRB,2334251.75,0.5505432308233249
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,1285106.5,MNIST,1512658.25,0.8495683013661546
ViT-B-16,EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,1285106.5,SVHN,1220949.125,1.0525471321337816
