task,layer,layer_idx,entry_idx,rho,ft_method
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_fc,18,29,0.0543034451642548,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_fc,18,30,0.0524322968977339,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_fc,18,31,0.0593142805699347,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,0,0.0185697005456112,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,1,0.0321095032261052,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,2,0.030088049618231,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,3,0.0148803983407875,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,4,0.0006367085961976,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,5,0.077276649968141,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,6,0.0435705674099117,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,7,0.027906870506153,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,8,0.0274631644364053,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,9,0.0141032043775747,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,10,0.0044281297731386,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,11,0.3415723202926756,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,12,0.036547428142022,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,13,0.0488477982755419,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,14,0.0538838434173848,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,15,0.1600773313169589,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,16,0.0311402797526937,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,17,0.0293062052006978,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,18,0.022448843273258,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,19,0.0301448288709736,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,20,0.0355855611981888,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,21,0.0367223978109168,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,22,0.0358851727696153,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,23,0.0397901861131241,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,24,0.0002126046491059,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,25,0.0190189404679033,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,26,0.0101596138883017,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,27,0.0005802676311397,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,28,0.0465266690702139,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,29,0.0180935917008671,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,30,0.0166688486541001,standard
DTD,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,19,31,0.4980044786142377,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,0,0.1743590089215479,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,1,0.0186387519765325,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,2,0.0625057045684571,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,3,0.2828144126569871,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,4,0.1546900972338592,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,5,0.0936538259498695,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,6,0.0079365316514047,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,7,0.0770961882977673,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,8,0.0499585451620879,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,9,0.081762725859278,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,10,0.0585453231437444,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,11,0.0338171629184706,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,12,0.0626407604229411,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,13,0.1082650934603474,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,14,0.0108651718123688,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,15,0.0312999992853939,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,16,0.0254362386155884,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,17,0.0224809422472556,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,18,0.0289375231944876,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,19,0.0204063106684452,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,20,0.176422565102947,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,21,0.0753844500941204,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,22,0.1184210718064973,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,23,0.0486225124715053,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,24,0.04242496401138,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,25,0.0620394017416818,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,26,0.0056520916369586,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,27,0.1753576887189956,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,28,0.1585208944763459,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,29,0.0065608945878822,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,30,0.0168735803798969,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,20,31,0.0113017967038712,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,0,0.0097782003732306,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,1,0.0149174577550838,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,2,0.0007413259375015,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,3,0.0270201885766127,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,4,0.0248053037574758,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,5,0.0358729457181959,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,6,0.0138677209050357,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,7,0.3662707347038958,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,8,0.0334532157257856,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,9,0.0194994958616687,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,10,0.010815268060462,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,11,0.0107896304986004,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,12,0.0087950747848562,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,13,0.0387499602567816,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,14,0.0065562945631639,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,15,0.0343714017914518,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,16,0.0156681686705071,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,17,0.0292609628845407,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,18,0.0054405905927291,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,19,0.0130677569472562,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,20,0.1038373641817553,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,21,0.0309288727591515,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,22,0.012927193634925,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,23,0.0518295398401764,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,24,0.0643558161778082,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,25,0.0283579144289503,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,26,0.0779188083999463,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,27,0.0078615362977502,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,28,0.0062939055618623,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,29,0.6998126607965155,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,30,0.0060894453941801,standard
DTD,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,21,31,0.0125973891398587,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,0,0.1117347114064684,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,1,0.2982352224528113,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,2,0.1375955026227502,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,3,0.0099069542699124,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,4,0.2137792065652439,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,5,0.1414646983118278,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,6,0.0167152063331225,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,7,0.0558235298748897,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,8,0.0003419862254407,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,9,0.0214563011427196,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,10,0.2636160223245243,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,11,0.080199735433744,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,12,0.0327499866644089,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,13,0.0369026020633662,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,14,0.0246638852646702,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,15,0.0313336521791737,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,16,0.1827418397456679,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,17,0.0220738165759479,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,18,0.0872248602719565,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,19,0.0122991994635142,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,20,0.0045974877501199,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,21,0.1995333946471641,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,22,0.0423401215093153,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,23,0.0024081272821134,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,24,0.0370757567588319,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,25,0.250724564724307,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,26,0.0478765271686521,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,27,0.2238147262543231,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,28,0.0028410340094075,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,29,0.0535691496413792,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,30,0.0366879133319502,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,22,31,0.0446647484999661,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,0,0.0595915987562267,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,1,0.0486868557848283,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,2,0.00809934294272,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,3,0.081860021509677,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,4,0.0950531169756842,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,5,0.0372351930733246,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,6,0.0776614636054665,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,7,0.0418250948528711,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,8,0.0560730214518306,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,9,0.0093738194652664,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,10,0.0666768385134954,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,11,0.0505844411453181,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,12,0.0113087861468839,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,13,0.0712816846399884,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,14,0.0700990590337037,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,15,0.0396967071852103,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,16,0.05037554209521,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,17,0.0342493433562813,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,18,0.0230113289731137,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,19,0.0108867847978121,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,20,0.0896101443974583,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,21,0.098283423653904,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,22,0.026984804777598,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,23,0.0239907230398413,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,24,0.0365442181282613,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,25,0.0352273726034722,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,26,0.0076788090901557,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,27,0.0695498786436643,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,28,0.0970104597125839,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,29,0.0912039750735826,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,30,0.0308951120496139,standard
DTD,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,23,31,0.0903934296311524,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,0,0.0325851525394428,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,1,0.0211607433943641,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,2,0.0394360879980752,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,3,0.1118643701308627,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,4,0.1239037778726919,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,5,0.0777321335289529,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,6,0.1274679840723346,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,7,0.0407166121515596,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,8,0.0851314996286146,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,9,0.0145450729581474,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,10,0.0366889847210457,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,11,0.0061178377644497,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,12,0.1518893943153866,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,13,0.0446311900981431,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,14,0.074257788616309,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,15,0.0067110051488312,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,16,0.1091822624058323,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,17,0.0912813365719047,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,18,0.0271233361617566,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,19,0.0042354055738797,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,20,0.0295627275719206,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,21,0.1201998769886957,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,22,0.0105535526003454,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,23,0.0040130612606017,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,24,0.0285179621732853,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,25,0.0276479263657764,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,26,0.0208473052493393,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,27,0.0420006857700265,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,28,0.0022249970046619,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,29,0.0015804250896702,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,30,0.00250616172446,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0,31,0.0547187670048408,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,0,0.0412861528770318,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,1,0.1190261162071373,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,2,0.035476925174065,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,3,0.0129414909919941,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,4,0.05728402694291,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,5,0.0320900840613436,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,6,0.036465688789853,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,7,0.0144517705935785,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,8,0.0724445971237161,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,9,0.0480514954120997,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,10,0.0288431904936427,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,11,0.0527214276166029,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,12,0.0067868711133933,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,13,0.0481220987264506,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,14,0.0603439927370958,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,15,0.0478378694769277,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,16,0.1026461883460483,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,17,0.0021454302784433,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,18,0.0240268682726055,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,19,0.1136365740246408,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,20,0.0199662101522655,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,21,0.1751245542046968,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,22,0.0057243609682005,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,23,0.0275643492272859,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,24,0.0230000028775927,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,25,0.0175855417470818,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,26,0.0923848749060229,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,27,0.0806948442167096,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,28,0.0199536970129424,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,29,0.0732763635466978,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,30,0.0560928678758377,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1,31,0.029429718518795,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,0,0.0601607394791718,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,1,0.0413627731032059,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,2,0.0317123804852436,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,3,0.0702947034433555,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,4,0.3223340808426427,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,5,0.0105793604733446,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,6,0.0131198861519861,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,7,0.0504272861485841,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,8,0.0452539325318551,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,9,0.0491190232544087,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,10,0.0441934519834526,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,11,0.0007308000294419,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,12,0.070594577115287,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,13,0.060553827208209,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,14,0.0456018513542668,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,15,0.0301539404086929,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,16,0.0499592094652844,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,17,0.0730064560303843,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,18,0.0041823235667439,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,19,0.0200230112623857,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,20,0.0676362506078637,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,21,0.0698137356708294,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,22,0.0407492482708727,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,23,0.0543055007408885,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,24,0.0442752215660666,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,25,0.0679068015763081,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,26,0.014325196919293,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,27,0.0597181039294374,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,28,0.0608301403357505,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,29,0.0299990586836841,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,30,0.0176838357564661,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,2,31,0.0352214295601668,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,0,0.0266656020932687,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,1,0.0454995638732631,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,2,0.066334243623514,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,3,0.1185550804539468,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,4,0.0662404147360601,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,5,0.0685790354590872,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,6,0.0802090755463642,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,7,0.0840083359636621,standard
EuroSAT,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,3,8,0.0397056337364264,standard
