checkpoint,dataset,layer,cosine_similarity,cosine_similarity_accum
400,Cars,image_encoder.model.visual.transformer.resblocks.8.attn.q,0.9346981048583984,0.9262610077857972
400,Cars,image_encoder.model.visual.transformer.resblocks.8.attn.k,0.9346981048583984,0.9262610077857972
400,Cars,image_encoder.model.visual.transformer.resblocks.8.attn.v,0.9346981048583984,0.9262610077857972
400,Cars,image_encoder.model.visual.transformer.resblocks.8.attn.o,0.8652224540710449,0.8594736456871033
400,Cars,image_encoder.model.visual.transformer.resblocks.8.attn,0.9346981048583984,0.9262610077857972
400,Cars,image_encoder.model.visual.transformer.resblocks.8.mlp.c_fc,0.9495537281036376,0.9451484084129332
400,Cars,image_encoder.model.visual.transformer.resblocks.8.mlp.c_proj,0.9666541814804076,0.9619476199150084
400,Cars,image_encoder.model.visual.transformer.resblocks.9.attn.q,0.9395591020584106,0.9289870262145996
400,Cars,image_encoder.model.visual.transformer.resblocks.9.attn.k,0.9395591020584106,0.9289870262145996
400,Cars,image_encoder.model.visual.transformer.resblocks.9.attn.v,0.9395591020584106,0.9289870262145996
400,Cars,image_encoder.model.visual.transformer.resblocks.9.attn.o,0.8731867074966431,0.8733095526695251
400,Cars,image_encoder.model.visual.transformer.resblocks.9.attn,0.9395591020584106,0.9289870262145996
400,Cars,image_encoder.model.visual.transformer.resblocks.9.mlp.c_fc,0.934283435344696,0.9268436431884766
400,Cars,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,0.9209677577018738,0.916207194328308
400,Cars,image_encoder.model.visual.transformer.resblocks.10.attn.q,0.9551138281822203,0.9463099241256714
400,Cars,image_encoder.model.visual.transformer.resblocks.10.attn.k,0.9551138281822203,0.9463099241256714
400,Cars,image_encoder.model.visual.transformer.resblocks.10.attn.v,0.9551138281822203,0.9463099241256714
400,Cars,image_encoder.model.visual.transformer.resblocks.10.attn.o,0.8641321063041687,0.8602690100669861
400,Cars,image_encoder.model.visual.transformer.resblocks.10.attn,0.9551138281822203,0.9463099241256714
400,Cars,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,0.9600852727890016,0.951965868473053
400,Cars,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,0.9473925232887268,0.9141809344291688
400,Cars,image_encoder.model.visual.transformer.resblocks.11.attn.q,0.9846386909484864,0.9760996103286744
400,Cars,image_encoder.model.visual.transformer.resblocks.11.attn.k,0.9846386909484864,0.9760996103286744
400,Cars,image_encoder.model.visual.transformer.resblocks.11.attn.v,0.9846386909484864,0.9760996103286744
400,Cars,image_encoder.model.visual.transformer.resblocks.11.attn.o,0.8948863744735718,0.8390580415725708
400,Cars,image_encoder.model.visual.transformer.resblocks.11.attn,0.9846386909484864,0.9760996103286744
400,Cars,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,0.9842796921730042,0.9762519001960754
400,Cars,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,0.9853461980819702,0.9691195487976074
600,Cars,image_encoder.model.visual.transformer.resblocks.0.attn.q,0.6331017017364502,0.7581789493560791
600,Cars,image_encoder.model.visual.transformer.resblocks.0.attn.k,0.6331017017364502,0.7581789493560791
600,Cars,image_encoder.model.visual.transformer.resblocks.0.attn.v,0.6331017017364502,0.7581789493560791
600,Cars,image_encoder.model.visual.transformer.resblocks.0.attn.o,0.4821085035800934,0.6394057273864746
600,Cars,image_encoder.model.visual.transformer.resblocks.0.attn,0.6331017017364502,0.7581789493560791
600,Cars,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,0.9724026918411256,0.9801469445228576
