model,dataset,layer_name,layer_idx,method,error,ft_method
ViT-B-16,GTSRB,model.visual.transformer.resblocks.5.attn.v.weight,38,Identity,0.8261861205101013,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.5.attn.o.weight,39,EigenCov,0.7550939917564392,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.5.attn.o.weight,39,Random,1.001060962677002,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.5.attn.o.weight,39,Identity,0.9040281176567078,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.q.weight,40,EigenCov,0.9117150902748108,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.q.weight,40,Random,1.000119924545288,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.q.weight,40,Identity,0.9213869571685791,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.k.weight,41,EigenCov,0.8939934372901917,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.k.weight,41,Random,0.9983018636703491,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.k.weight,41,Identity,0.9213869571685791,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.v.weight,42,EigenCov,0.9090537428855896,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.v.weight,42,Random,1.00172758102417,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.v.weight,42,Identity,0.9213869571685791,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.o.weight,43,EigenCov,0.6592189073562622,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.o.weight,43,Random,0.9991929531097412,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.10.attn.o.weight,43,Identity,0.8826079368591309,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.q.weight,44,EigenCov,0.8394685983657837,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.q.weight,44,Random,1.000610113143921,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.q.weight,44,Identity,0.9030094742774963,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.k.weight,45,EigenCov,0.7828570604324341,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.k.weight,45,Random,0.9985660910606384,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.k.weight,45,Identity,0.9030094742774963,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.v.weight,46,EigenCov,0.8253542184829712,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.v.weight,46,Random,0.9979602694511414,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.v.weight,46,Identity,0.9030094742774963,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.o.weight,47,EigenCov,0.5821570754051208,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.o.weight,47,Random,0.9983062744140625,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.9.attn.o.weight,47,Identity,0.9102544188499451,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.q.weight,48,EigenCov,0.7944939136505127,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.q.weight,48,Random,0.998887836933136,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.q.weight,48,Identity,0.8393701314926147,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.k.weight,49,EigenCov,0.7568477392196655,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.k.weight,49,Random,1.0002886056900024,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.k.weight,49,Identity,0.8393701314926147,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.v.weight,50,EigenCov,0.7372074127197266,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.v.weight,50,Random,1.0014768838882446,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.v.weight,50,Identity,0.8393701314926147,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.o.weight,51,EigenCov,0.748437762260437,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.o.weight,51,Random,0.9996570944786072,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.6.attn.o.weight,51,Identity,0.905580997467041,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.q.weight,52,EigenCov,0.8114916086196899,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.q.weight,52,Random,1.0023977756500244,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.q.weight,52,Identity,0.8849039077758789,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.k.weight,53,EigenCov,0.7850182056427002,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.k.weight,53,Random,0.9985540509223938,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.k.weight,53,Identity,0.8849039077758789,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.v.weight,54,EigenCov,0.8085727691650391,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.v.weight,54,Random,1.0016082525253296,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.v.weight,54,Identity,0.8849039077758789,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.o.weight,55,EigenCov,0.6244360208511353,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.o.weight,55,Random,0.9979690909385681,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.8.attn.o.weight,55,Identity,0.8910645246505737,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.q.weight,56,EigenCov,0.8930603265762329,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.q.weight,56,Random,0.9989001750946045,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.q.weight,56,Identity,0.9121472239494324,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.k.weight,57,EigenCov,0.9034675359725952,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.k.weight,57,Random,0.9990236163139343,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.k.weight,57,Identity,0.9121472239494324,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.v.weight,58,EigenCov,0.9201396703720093,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.v.weight,58,Random,1.0005170106887817,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.v.weight,58,Identity,0.9121472239494324,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.o.weight,59,EigenCov,0.8462479114532471,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.o.weight,59,Random,1.0016387701034546,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.0.attn.o.weight,59,Identity,0.9398857355117798,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.q.weight,60,EigenCov,0.6967170238494873,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.q.weight,60,Random,0.998988687992096,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.q.weight,60,Identity,0.8309034109115601,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.k.weight,61,EigenCov,0.7267748117446899,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.k.weight,61,Random,1.0021926164627075,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.k.weight,61,Identity,0.8309034109115601,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.v.weight,62,EigenCov,0.6680107116699219,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.v.weight,62,Random,1.0007060766220093,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.v.weight,62,Identity,0.8309034109115601,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.o.weight,63,EigenCov,0.6889792084693909,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.o.weight,63,Random,1.0007044076919556,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.4.attn.o.weight,63,Identity,0.8983243703842163,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.q.weight,64,EigenCov,0.6486597657203674,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.q.weight,64,Random,1.0008556842803955,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.q.weight,64,Identity,0.8456987142562866,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.k.weight,65,EigenCov,0.66713547706604,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.k.weight,65,Random,0.9971719980239868,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.k.weight,65,Identity,0.8456987142562866,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.v.weight,66,EigenCov,0.6030428409576416,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.v.weight,66,Random,1.000462293624878,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.v.weight,66,Identity,0.8456987142562866,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.o.weight,67,EigenCov,0.700953483581543,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.o.weight,67,Random,0.9998738169670105,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.3.attn.o.weight,67,Identity,0.8861082196235657,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.q.weight,68,EigenCov,0.8528559803962708,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.q.weight,68,Random,0.9988964200019836,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.q.weight,68,Identity,0.8993099927902222,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.k.weight,69,EigenCov,0.8725889921188354,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.k.weight,69,Random,1.0018353462219238,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.k.weight,69,Identity,0.8993099927902222,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.v.weight,70,EigenCov,0.825200080871582,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.v.weight,70,Random,1.0011485815048218,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.v.weight,70,Identity,0.8993099927902222,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.o.weight,71,EigenCov,0.8012891411781311,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.o.weight,71,Random,0.9992288947105408,standard
ViT-B-16,GTSRB,model.visual.transformer.resblocks.1.attn.o.weight,71,Identity,0.9402914047241211,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,EigenCov,0.8790910243988037,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,Random,0.9984299540519714,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,Identity,0.9496726989746094,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,EigenCov,0.493908166885376,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,Random,1.0005388259887695,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,Identity,0.9773141741752625,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,EigenCov,0.7900699973106384,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,Random,1.0002566576004028,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,Identity,0.9427587389945984,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,EigenCov,0.3135877847671509,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,Random,1.0000956058502197,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,Identity,0.9755883812904358,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,EigenCov,0.7547078132629395,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,Random,1.0015594959259033,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,Identity,0.9403577446937561,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,EigenCov,0.5106238126754761,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,Random,1.0006035566329956,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,Identity,0.9723386764526367,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,EigenCov,0.8198254704475403,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,Random,1.0007506608963013,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,Identity,0.9318568706512451,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,EigenCov,0.6431440711021423,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,Random,1.000475525856018,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,Identity,0.9607248306274414,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,EigenCov,0.8323791027069092,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,Random,0.9985179901123047,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,Identity,0.9326244592666626,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,EigenCov,0.5625503063201904,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,Random,1.000024437904358,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,Identity,0.949304461479187,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,EigenCov,0.8657547235488892,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,Random,1.000300407409668,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,Identity,0.9272865056991577,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,EigenCov,0.689375638961792,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,Random,0.9994432926177979,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,Identity,0.9449827075004578,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,EigenCov,0.8669838309288025,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,Random,0.9984068870544434,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,Identity,0.9255145788192749,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,EigenCov,0.8170554637908936,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,Random,1.0001888275146484,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,Identity,0.9603661298751831,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,EigenCov,0.8241738677024841,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,Random,0.9972264766693115,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,Identity,0.9223117828369141,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,EigenCov,0.9570019841194153,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,Random,1.000328779220581,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,Identity,0.9767540097236633,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,EigenCov,0.7659038305282593,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,Random,0.9970966577529907,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,Identity,0.922146737575531,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,EigenCov,0.7600747346878052,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,Random,1.0000711679458618,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,Identity,0.9619148373603821,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,EigenCov,0.7418776750564575,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,Random,0.9969001412391663,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,Identity,0.9202334880828857,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,EigenCov,0.8468759059906006,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,Random,1.0002079010009766,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,Identity,0.9406288862228394,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,EigenCov,0.8179682493209839,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,Random,1.0013320446014404,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,Identity,0.9320655465126038,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,EigenCov,0.796879768371582,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,Random,0.9997533559799194,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,Identity,0.931647777557373,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,EigenCov,0.9267632961273193,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,Random,0.9994800686836243,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,Identity,0.9363853931427002,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,EigenCov,0.6013782620429993,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,Random,1.0002763271331787,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,Identity,0.9650447964668274,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.q.weight,24,EigenCov,0.8926034569740295,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.q.weight,24,Random,0.9988565444946289,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.q.weight,24,Identity,0.9203212261199951,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.k.weight,25,EigenCov,0.8594980835914612,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.k.weight,25,Random,1.0005073547363281,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.k.weight,25,Identity,0.9203212261199951,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.v.weight,26,EigenCov,0.8009389638900757,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.v.weight,26,Random,0.9985023736953735,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.v.weight,26,Identity,0.9203212261199951,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.o.weight,27,EigenCov,0.8032954931259155,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.o.weight,27,Random,0.9994222521781921,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.2.attn.o.weight,27,Identity,0.9524996280670166,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.q.weight,28,EigenCov,0.9916399121284485,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.q.weight,28,Random,0.9984294176101685,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.q.weight,28,Identity,0.9443604350090027,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.k.weight,29,EigenCov,0.9458070397377014,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.k.weight,29,Random,1.0008172988891602,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.k.weight,29,Identity,0.9443604350090027,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.v.weight,30,EigenCov,0.9463880062103271,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.v.weight,30,Random,1.0007171630859375,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.v.weight,30,Identity,0.9443604350090027,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.o.weight,31,EigenCov,0.77436363697052,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.o.weight,31,Random,1.001340627670288,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.11.attn.o.weight,31,Identity,0.9184103012084961,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.q.weight,32,EigenCov,0.8655230402946472,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.q.weight,32,Random,1.0001643896102905,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.q.weight,32,Identity,0.9196196794509888,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.k.weight,33,EigenCov,0.8545131087303162,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.k.weight,33,Random,0.999415397644043,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.k.weight,33,Identity,0.9196196794509888,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.v.weight,34,EigenCov,0.8792926073074341,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.v.weight,34,Random,1.0006572008132935,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.v.weight,34,Identity,0.9196196794509888,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.o.weight,35,EigenCov,0.6715883016586304,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.o.weight,35,Random,1.0008262395858765,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.7.attn.o.weight,35,Identity,0.9007256031036377,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.q.weight,36,EigenCov,0.8438735604286194,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.q.weight,36,Random,1.0014930963516235,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.q.weight,36,Identity,0.9044055938720703,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.k.weight,37,EigenCov,0.8011379241943359,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.k.weight,37,Random,0.9991217851638794,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.k.weight,37,Identity,0.9044055938720703,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.v.weight,38,EigenCov,0.7986129522323608,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.v.weight,38,Random,1.0013000965118408,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.v.weight,38,Identity,0.9044055938720703,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.o.weight,39,EigenCov,0.8456335067749023,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.o.weight,39,Random,1.0004687309265137,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.5.attn.o.weight,39,Identity,0.9288452863693237,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.q.weight,40,EigenCov,0.9067741632461548,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.q.weight,40,Random,0.9998167157173157,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.q.weight,40,Identity,0.9354547262191772,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.k.weight,41,EigenCov,0.9047231674194336,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.k.weight,41,Random,0.9994055032730103,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.k.weight,41,Identity,0.9354547262191772,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.v.weight,42,EigenCov,0.9211687445640564,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.v.weight,42,Random,0.9985398650169373,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.v.weight,42,Identity,0.9354547262191772,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.o.weight,43,EigenCov,0.6243828535079956,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.o.weight,43,Random,0.9989497065544128,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.10.attn.o.weight,43,Identity,0.8845471739768982,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.q.weight,44,EigenCov,0.8858996629714966,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.q.weight,44,Random,0.9996103644371033,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.q.weight,44,Identity,0.9327509999275208,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.k.weight,45,EigenCov,0.8649020791053772,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.k.weight,45,Random,1.0016744136810303,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.k.weight,45,Identity,0.9327509999275208,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.v.weight,46,EigenCov,0.8922855257987976,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.v.weight,46,Random,0.9983994960784912,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.v.weight,46,Identity,0.9327509999275208,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.o.weight,47,EigenCov,0.5651693940162659,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.o.weight,47,Random,1.0004690885543823,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.9.attn.o.weight,47,Identity,0.9144666790962219,standard
ViT-B-16,MNIST,model.visual.transformer.resblocks.6.attn.q.weight,48,EigenCov,0.8655120134353638,standard
