model,dataset,layer_name,layer_idx,method,error,ft_method
ViT-L-14,Cars,model.visual.transformer.resblocks.13.attn.o.weight,99,EigenCov,0.5906787514686584,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.13.attn.o.weight,99,Random,1.0005109310150146,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.13.attn.o.weight,99,Identity,0.824006199836731,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.q.weight,100,EigenCov,0.9392009973526001,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.q.weight,100,Random,0.9998242855072021,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.q.weight,100,Identity,0.9258697032928467,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.k.weight,101,EigenCov,0.9023396968841553,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.k.weight,101,Random,0.9993000030517578,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.k.weight,101,Identity,0.9258697032928467,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.v.weight,102,EigenCov,0.7818115949630737,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.v.weight,102,Random,1.0000523328781128,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.v.weight,102,Identity,0.9258697032928467,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.o.weight,103,EigenCov,0.7974610924720764,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.o.weight,103,Random,0.9992832541465759,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.22.attn.o.weight,103,Identity,0.8538334369659424,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.q.weight,104,EigenCov,0.7944311499595642,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.q.weight,104,Random,0.9992982149124146,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.q.weight,104,Identity,0.7885909676551819,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.k.weight,105,EigenCov,0.7798857688903809,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.k.weight,105,Random,0.9990181922912598,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.k.weight,105,Identity,0.7885909676551819,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.v.weight,106,EigenCov,0.7823885083198547,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.v.weight,106,Random,0.9976532459259033,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.v.weight,106,Identity,0.7885909676551819,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.o.weight,107,EigenCov,0.7274023294448853,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.o.weight,107,Random,0.9984978437423706,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.5.attn.o.weight,107,Identity,0.8636595010757446,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.q.weight,108,EigenCov,0.6079855561256409,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.q.weight,108,Random,1.0018998384475708,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.q.weight,108,Identity,0.7611489295959473,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.k.weight,109,EigenCov,0.580947756767273,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.k.weight,109,Random,0.9994804263114929,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.k.weight,109,Identity,0.7611489295959473,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.v.weight,110,EigenCov,0.5865289568901062,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.v.weight,110,Random,0.9981502294540405,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.v.weight,110,Identity,0.7611489295959473,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.o.weight,111,EigenCov,0.5905956625938416,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.o.weight,111,Random,0.9985087513923645,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.14.attn.o.weight,111,Identity,0.7915832996368408,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.q.weight,112,EigenCov,0.8944116830825806,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.q.weight,112,Random,1.0000989437103271,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.q.weight,112,Identity,0.9087811708450317,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.k.weight,113,EigenCov,0.7768963575363159,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.k.weight,113,Random,1.001030683517456,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.k.weight,113,Identity,0.9087811708450317,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.v.weight,114,EigenCov,0.7574302554130554,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.v.weight,114,Random,1.0005115270614624,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.v.weight,114,Identity,0.9087811708450317,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.o.weight,115,EigenCov,0.809718668460846,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.o.weight,115,Random,0.9994296431541443,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.21.attn.o.weight,115,Identity,0.8889493346214294,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.q.weight,116,EigenCov,0.6452215909957886,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.q.weight,116,Random,0.9994471669197083,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.q.weight,116,Identity,0.7577815651893616,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.k.weight,117,EigenCov,0.6056226491928101,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.k.weight,117,Random,0.9988689422607422,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.k.weight,117,Identity,0.7577815651893616,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.v.weight,118,EigenCov,0.6434582471847534,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.v.weight,118,Random,0.9986358284950256,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.v.weight,118,Identity,0.7577815651893616,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.o.weight,119,EigenCov,0.6231371164321899,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.o.weight,119,Random,0.9994273781776428,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.12.attn.o.weight,119,Identity,0.8252846598625183,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.q.weight,120,EigenCov,0.8453021049499512,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.q.weight,120,Random,0.9994555115699768,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.q.weight,120,Identity,0.8355684280395508,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.k.weight,121,EigenCov,0.8378458023071289,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.k.weight,121,Random,0.9994054436683655,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.k.weight,121,Identity,0.8355684280395508,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.v.weight,122,EigenCov,0.8332141041755676,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.v.weight,122,Random,1.0010910034179688,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.v.weight,122,Identity,0.8355684280395508,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.o.weight,123,EigenCov,0.6708301901817322,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.o.weight,123,Random,0.9998827576637268,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.6.attn.o.weight,123,Identity,0.7893537282943726,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.q.weight,124,EigenCov,0.9697000980377197,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.q.weight,124,Random,0.9991637468338013,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.q.weight,124,Identity,0.9239293336868286,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.k.weight,125,EigenCov,0.9129737019538879,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.k.weight,125,Random,1.000275731086731,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.k.weight,125,Identity,0.9239293336868286,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.v.weight,126,EigenCov,0.9298137426376343,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.v.weight,126,Random,1.0006293058395386,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.v.weight,126,Identity,0.9239293336868286,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.o.weight,127,EigenCov,0.9432715773582458,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.o.weight,127,Random,0.9994238018989563,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.23.attn.o.weight,127,Identity,0.9327270984649658,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.q.weight,128,EigenCov,0.656448483467102,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.q.weight,128,Random,0.9986600875854492,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.q.weight,128,Identity,0.7905446290969849,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.k.weight,129,EigenCov,0.6435739398002625,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.k.weight,129,Random,1.0004088878631592,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.k.weight,129,Identity,0.7905446290969849,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.v.weight,130,EigenCov,0.6370275020599365,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.v.weight,130,Random,0.9982138872146606,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.v.weight,130,Identity,0.7905446290969849,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.o.weight,131,EigenCov,0.6361647248268127,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.o.weight,131,Random,1.0000509023666382,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.17.attn.o.weight,131,Identity,0.8095370531082153,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.q.weight,132,EigenCov,0.6937400102615356,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.q.weight,132,Random,1.00086510181427,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.q.weight,132,Identity,0.8029531836509705,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.k.weight,133,EigenCov,0.6744863986968994,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.k.weight,133,Random,1.0015413761138916,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.k.weight,133,Identity,0.8029531836509705,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.v.weight,134,EigenCov,0.6743361949920654,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.v.weight,134,Random,1.0011155605316162,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.v.weight,134,Identity,0.8029531836509705,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.o.weight,135,EigenCov,0.6658003926277161,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.o.weight,135,Random,0.9997260570526123,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.18.attn.o.weight,135,Identity,0.8121105432510376,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.q.weight,136,EigenCov,0.6059093475341797,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.q.weight,136,Random,1.000510573387146,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.q.weight,136,Identity,0.772182285785675,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.k.weight,137,EigenCov,0.5740508437156677,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.k.weight,137,Random,0.9994810223579407,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.k.weight,137,Identity,0.772182285785675,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.v.weight,138,EigenCov,0.5706417560577393,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.v.weight,138,Random,1.0004535913467407,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.v.weight,138,Identity,0.772182285785675,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.o.weight,139,EigenCov,0.6662489175796509,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.o.weight,139,Random,1.0005321502685547,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.16.attn.o.weight,139,Identity,0.8333882689476013,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.q.weight,140,EigenCov,0.7258049249649048,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.q.weight,140,Random,1.0004968643188477,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.q.weight,140,Identity,0.7674234509468079,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.k.weight,141,EigenCov,0.7030874490737915,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.k.weight,141,Random,0.9993245601654053,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.k.weight,141,Identity,0.7674234509468079,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.v.weight,142,EigenCov,0.7403207421302795,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.v.weight,142,Random,1.0009931325912476,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.v.weight,142,Identity,0.7674234509468079,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.o.weight,143,EigenCov,0.588683009147644,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.o.weight,143,Random,1.0001966953277588,standard
ViT-L-14,Cars,model.visual.transformer.resblocks.9.attn.o.weight,143,Identity,0.8076673746109009,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,EigenCov,0.8870224952697754,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,Random,1.0004630088806152,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.0.mlp.c_fc.weight,0,Identity,0.9225342869758606,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,EigenCov,0.9258291721343994,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,Random,0.9993414878845215,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.0.mlp.c_proj.weight,1,Identity,0.954654335975647,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,EigenCov,0.859817624092102,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,Random,1.0010502338409424,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.1.mlp.c_fc.weight,2,Identity,0.9207882285118103,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,EigenCov,0.5939145088195801,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,Random,1.0001161098480225,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.1.mlp.c_proj.weight,3,Identity,0.9653971791267395,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,EigenCov,0.8978551626205444,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,Random,1.000872254371643,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.2.mlp.c_fc.weight,4,Identity,0.9036747217178345,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,EigenCov,0.6719525456428528,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,Random,0.9996830821037292,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.2.mlp.c_proj.weight,5,Identity,0.961425244808197,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,EigenCov,0.8780842423439026,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,Random,0.9994691610336304,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.3.mlp.c_fc.weight,6,Identity,0.9315218925476074,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,EigenCov,0.42387259006500244,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,Random,0.9999386668205261,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.3.mlp.c_proj.weight,7,Identity,0.9660370349884033,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,EigenCov,0.8514784574508667,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,Random,0.9989954233169556,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.4.mlp.c_fc.weight,8,Identity,0.9254303574562073,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,EigenCov,0.35800403356552124,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,Random,0.9993467926979065,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.4.mlp.c_proj.weight,9,Identity,0.9598141312599182,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,EigenCov,0.7650011777877808,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,Random,0.9995229840278625,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.5.mlp.c_fc.weight,10,Identity,0.9236862063407898,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,EigenCov,0.2531493306159973,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,Random,1.0001301765441895,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.5.mlp.c_proj.weight,11,Identity,0.9584601521492004,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,EigenCov,0.7488476037979126,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,Random,1.0006060600280762,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.6.mlp.c_fc.weight,12,Identity,0.9082677960395813,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,EigenCov,0.24209684133529663,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,Random,0.9998083710670471,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.6.mlp.c_proj.weight,13,Identity,0.9493716955184937,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,EigenCov,0.6757928133010864,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,Random,0.9989272952079773,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.7.mlp.c_fc.weight,14,Identity,0.8880642652511597,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,EigenCov,0.23688602447509766,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,Random,0.9996603727340698,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.7.mlp.c_proj.weight,15,Identity,0.9437437057495117,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,EigenCov,0.7043540477752686,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,Random,0.9999430775642395,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.8.mlp.c_fc.weight,16,Identity,0.8839060068130493,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,EigenCov,0.24675655364990234,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,Random,1.0000513792037964,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.8.mlp.c_proj.weight,17,Identity,0.9306547045707703,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,EigenCov,0.6987463235855103,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,Random,0.9986587166786194,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.9.mlp.c_fc.weight,18,Identity,0.8848628401756287,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,EigenCov,0.2854346036911011,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,Random,0.9994968771934509,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.9.mlp.c_proj.weight,19,Identity,0.9258017539978027,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,EigenCov,0.6525201797485352,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,Random,1.000111699104309,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.10.mlp.c_fc.weight,20,Identity,0.8796828985214233,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,EigenCov,0.3053233027458191,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,Random,1.0002187490463257,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.10.mlp.c_proj.weight,21,Identity,0.9231262803077698,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,EigenCov,0.6142993569374084,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,Random,0.9994952082633972,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.11.mlp.c_fc.weight,22,Identity,0.8791748881340027,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,EigenCov,0.46835607290267944,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,Random,0.9995992183685303,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.11.mlp.c_proj.weight,23,Identity,0.9329543113708496,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.12.mlp.c_fc.weight,24,EigenCov,0.6077014207839966,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.12.mlp.c_fc.weight,24,Random,1.000561237335205,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.12.mlp.c_fc.weight,24,Identity,0.8768756985664368,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.12.mlp.c_proj.weight,25,EigenCov,0.8357913494110107,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.12.mlp.c_proj.weight,25,Random,1.000330924987793,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.12.mlp.c_proj.weight,25,Identity,0.96758633852005,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.13.mlp.c_fc.weight,26,EigenCov,0.47538673877716064,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.13.mlp.c_fc.weight,26,Random,1.0000135898590088,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.13.mlp.c_fc.weight,26,Identity,0.8578187227249146,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.13.mlp.c_proj.weight,27,EigenCov,0.21064108610153198,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.13.mlp.c_proj.weight,27,Random,0.9998533129692078,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.13.mlp.c_proj.weight,27,Identity,0.9246282577514648,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.14.mlp.c_fc.weight,28,EigenCov,0.37325894832611084,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.14.mlp.c_fc.weight,28,Random,0.9994979500770569,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.14.mlp.c_fc.weight,28,Identity,0.8323662281036377,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.14.mlp.c_proj.weight,29,EigenCov,0.2321864366531372,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.14.mlp.c_proj.weight,29,Random,0.9997289180755615,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.14.mlp.c_proj.weight,29,Identity,0.9190016388893127,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.15.mlp.c_fc.weight,30,EigenCov,0.3548277020454407,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.15.mlp.c_fc.weight,30,Random,1.0006654262542725,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.15.mlp.c_fc.weight,30,Identity,0.8294858336448669,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.15.mlp.c_proj.weight,31,EigenCov,0.2511528730392456,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.15.mlp.c_proj.weight,31,Random,1.0003612041473389,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.15.mlp.c_proj.weight,31,Identity,0.9135728478431702,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.16.mlp.c_fc.weight,32,EigenCov,0.31011849641799927,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.16.mlp.c_fc.weight,32,Random,0.9978126883506775,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.16.mlp.c_fc.weight,32,Identity,0.8203456997871399,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.16.mlp.c_proj.weight,33,EigenCov,0.28493934869766235,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.16.mlp.c_proj.weight,33,Random,1.0001380443572998,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.16.mlp.c_proj.weight,33,Identity,0.9130326509475708,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.17.mlp.c_fc.weight,34,EigenCov,0.2932208180427551,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.17.mlp.c_fc.weight,34,Random,0.9993035197257996,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.17.mlp.c_fc.weight,34,Identity,0.8190127015113831,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.17.mlp.c_proj.weight,35,EigenCov,0.3674628734588623,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.17.mlp.c_proj.weight,35,Random,1.000091314315796,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.17.mlp.c_proj.weight,35,Identity,0.880622923374176,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.18.mlp.c_fc.weight,36,EigenCov,0.3133612275123596,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.18.mlp.c_fc.weight,36,Random,1.000503659248352,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.18.mlp.c_fc.weight,36,Identity,0.8070098757743835,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.18.mlp.c_proj.weight,37,EigenCov,0.5576180219650269,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.18.mlp.c_proj.weight,37,Random,0.9997860789299011,standard
ViT-L-14,DTD,model.visual.transformer.resblocks.18.mlp.c_proj.weight,37,Identity,0.8710130453109741,standard
